Order Date,Product Name,Category,Region,Unit_cost,Quantity,cost,Sales,Profit
1/6/2014,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",Office Supplies,South,3,3,8,13,5
12/27/2016,Micro Innovations USB RF Wireless Keyboard with Mouse,Technology,East,20,2,40,40,1
4/30/2017,Fellowes Black Plastic Comb Bindings,Office Supplies,West,3,5,16,23,8
4/21/2017,"Global Fabric Manager's Chair, Dark Gray",Furniture,East,76,9,682,909,227
8/17/2017,Acco Side-Punched Conventional Columnar Pads,Office Supplies,Central,3,2,7,6,1
8/17/2017,Avery Fluorescent Highlighter Four-Color Set,Office Supplies,Central,2,3,7,8,1
8/17/2017,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,Furniture,Central,19,4,77,75,2
8/17/2017,36X48 HARDFLOOR CHAIRMAT,Furniture,Central,20,2,39,17,22
8/17/2017,Belkin Premiere Surge Master II 8-outlet surge protector,Office Supplies,Central,34,4,138,39,99
11/12/2016,Panasonic KX TS3282W Corded phone,Technology,West,59,3,178,204,25
11/12/2016,Global Adaptabilities Conference Tables,Furniture,West,228,3,683,674,8
10/1/2016,Avery Non-Stick Binders,Office Supplies,South,2,4,10,5,4
10/1/2016,Staples in misc. colors,Office Supplies,South,3,8,26,31,5
2/12/2016,Tennsco Double-Tier Lockers,Office Supplies,South,196,6,1175,1350,176
2/12/2016,"Avery Durable Slant Ring Binders, No Labels",Office Supplies,South,2,4,8,16,7
11/13/2016,DAX Solid Wood Frames,Furniture,West,6,2,12,20,7
4/26/2014,Newell 347,Office Supplies,West,3,5,15,21,6
4/26/2014,Avery 495,Office Supplies,West,3,2,7,13,6
8/11/2015,Newell 330,Office Supplies,East,4,2,9,12,3
8/11/2015,AT&T 841000 Phone,Technology,East,52,2,104,138,35
11/27/2016,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,Technology,South,102,1,102,117,15
11/27/2016,KI Adjustable-Height Table,Furniture,South,64,7,445,331,114
10/28/2016,"Tenex Chairmat w/ Average Lip, 45"" x 53""",Furniture,East,136,5,681,757,76
12/29/2014,"Master Caster Door Stop, Large Brown",Furniture,Central,5,3,14,9,5
9/10/2015,Manco Dry-Lighter Erasable Highlighter,Office Supplies,East,2,2,4,6,2
10/2/2017,Dax Clear Box Frame,Furniture,West,6,2,12,17,6
10/2/2017,Ricoh - Ink Collector Unit for GX3000 Series Printers,Technology,West,31,11,337,369,32
9/11/2016,"Crayola Anti Dust Chalk, 12/Pack",Office Supplies,West,1,2,2,3,1
9/11/2016,Xerox 1976,Office Supplies,West,3,4,13,21,7
9/11/2016,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),Office Supplies,West,3,2,7,10,3
6/2/2016,Riverleaf Stik-Withit Designer Note Cubes,Office Supplies,West,5,3,16,30,14
6/2/2016,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",Office Supplies,West,3,12,33,52,19
6/2/2016,Acco Translucent Poly Ring Binders,Office Supplies,West,2,3,7,11,4
10/15/2017,Avery 478,Office Supplies,West,3,3,8,15,7
9/27/2015,Newell 321,Office Supplies,Central,2,5,12,16,5
9/27/2015,Xerox 1996,Office Supplies,Central,3,4,13,26,12
5/3/2015,Newell 317,Office Supplies,West,2,3,6,9,3
5/3/2015,Ibico Recycled Linen-Style Covers,Office Supplies,West,20,2,41,62,22
5/3/2015,Logitech Gaming G510s - Keyboard,Technology,West,54,4,218,340,122
5/3/2015,GBC Linen Binding Covers,Office Supplies,West,16,2,32,50,17
1/9/2017,Ibico Hi-Tech Manual Binding System,Office Supplies,East,168,3,503,274,229
1/27/2017,Jensen SMPS-640 - speaker phone,Technology,East,34,3,102,138,36
9/2/2017,Kingston Digital DataTraveler 32GB USB 2.0,Technology,Central,16,3,48,41,7
7/14/2016,Panasonic Kx-TS550,Technology,West,33,3,98,110,12
7/14/2016,Holmes 99% HEPA Air Purifier,Office Supplies,West,15,7,102,152,50
7/14/2016,Deflect-O Glasstique Clear Desk Accessories,Furniture,West,5,4,21,31,10
2/24/2017,Xerox 1988,Office Supplies,East,17,5,85,124,39
2/24/2017,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,Technology,East,221,5,1105,1320,214
7/20/2014,Clear Mylar Reinforcing Strips,Office Supplies,West,10,6,59,90,30
7/20/2014,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",Office Supplies,West,4,3,12,23,11
3/13/2017,GBC VeloBind Cover Sets,Office Supplies,East,8,2,15,31,15
3/13/2017,Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup,Office Supplies,East,172,2,344,465,121
3/13/2017,Strathmore Photo Mount Cards,Office Supplies,East,4,4,15,27,12
3/8/2016,Coloredge Poster Frame,Furniture,East,9,8,69,114,44
3/8/2016,Xerox 1993,Office Supplies,East,3,2,7,13,6
3/8/2016,Satellite Sectional Post Binders,Office Supplies,East,23,2,47,69,23
12/7/2014,Newell 32,Office Supplies,West,2,3,6,9,2
7/10/2016,"Brother MFC-9340CDW LED All-In-One Printer, Copier Scanner",Technology,East,220,3,661,342,319
12/24/2016,"Eldon 200 Class Desk Accessories, Smoke",Furniture,West,4,7,25,44,18
12/24/2016,Staple envelope,Office Supplies,West,3,7,21,40,19
4/23/2017,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",Furniture,West,6,7,40,66,27
4/23/2017,GBC Durable Plastic Covers,Office Supplies,West,10,6,63,93,30
4/23/2017,Eldon 500 Class Desk Accessories,Furniture,West,8,2,16,24,8
8/17/2017,HON 5400 Series Task Chairs for Big and Tall,Furniture,East,561,9,5047,4416,631
5/22/2017,SANFORD Major Accent Highlighters,Office Supplies,West,4,7,31,50,19
2/9/2017,Sensible Storage WireTech Storage Systems,Office Supplies,West,67,5,337,355,18
3/3/2014,Avery 495,Office Supplies,East,3,3,10,15,5
3/3/2014,O'Sullivan 4-Shelf Bookcase in Odessa Pine,Furniture,East,100,5,502,302,200
3/3/2014,Eldon Shelf Savers Cubes and Bins,Office Supplies,East,7,8,55,45,10
6/4/2015,Logitech Wireless Anywhere Mouse MX for PC and Mac,Technology,West,42,2,84,120,36
6/4/2015,Logitech Z-906 Speaker sys - home theater - 5.1-CH,Technology,West,198,3,594,990,396
8/27/2016,Avery 484,Office Supplies,South,1,4,6,9,3
9/12/2016,Xerox 1991,Office Supplies,Central,12,3,37,69,32
5/30/2016,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",Office Supplies,Central,85,3,255,365,109
5/30/2016,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",Furniture,Central,5,5,26,47,21
5/30/2016,Eldon Simplefile Box Office,Office Supplies,Central,9,4,36,50,14
5/30/2016,Newell 333,Office Supplies,Central,2,2,4,6,1
5/30/2016,Xerox 1915,Office Supplies,Central,55,6,327,629,302
5/30/2016,Newell 343,Office Supplies,Central,2,5,11,15,4
5/30/2016,Xerox 217,Office Supplies,Central,3,7,24,45,22
5/30/2016,VTech DS6151,Technology,Central,91,1,91,126,35
6/10/2017,"Sanford EarthWrite Recycled Pencils, Medium Soft, #2",Office Supplies,West,2,7,11,15,4
10/22/2017,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",Technology,East,8,5,39,33,7
10/22/2017,#6 3/4 Gummed Flap White Envelopes,Office Supplies,East,5,4,21,32,11
6/13/2017,Boston 1799 Powerhouse Electric Pencil Sharpener,Office Supplies,South,19,7,131,182,51
11/23/2014,Office Star Flex Back Scooter Chair with White Frame,Furniture,Central,95,2,191,155,36
8/16/2017,Recycled Easel Ring Binders,Office Supplies,South,8,3,25,13,11
8/16/2017,Acco Perma 3000 Stacking Storage Drawers,Office Supplies,South,17,4,68,67,1
1/14/2016,Xerox 1882,Office Supplies,South,29,2,57,90,32
1/14/2016,Electrix Fluorescent Magnifier Lamps & Weighted Base,Furniture,South,36,8,284,316,32
9/16/2016,"Sauder Forest Hills Library with Doors, Woodland Oak Finish",Furniture,West,143,2,287,274,13
9/16/2016,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",Office Supplies,West,3,4,13,17,5
10/10/2016,Martin-Yale Premier Letter Opener,Office Supplies,South,12,2,25,21,4
10/10/2016,Presstex Flexible Ring Binders,Office Supplies,South,2,3,7,4,3
11/13/2015,Panasonic KX TS3282W Corded phone,Technology,West,59,5,297,340,42
11/13/2015,"Eldon Stackable Tray, Side-Load, Legal, Smoke",Furniture,West,6,7,42,64,22
11/2/2014,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,Technology,South,56,10,560,800,240
7/19/2016,Griffin GC36547 PowerJolt SE Lightning Charger,Technology,West,16,2,31,36,4
7/19/2016,Logitech G35 7.1-Channel Surround Sound Headset,Technology,West,86,3,257,390,133
5/14/2016,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,Technology,West,20,7,137,186,49
2/21/2015,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,Office Supplies,East,635,2,1271,2542,1271
10/16/2017,Swingline SM12-08 MicroCut Jam Free Shredder,Technology,West,216,5,1080,600,480
6/22/2017,Wilson Jones Standard D-Ring Binders,Office Supplies,Central,3,3,8,3,5
9/9/2017,"BIC Brite Liner Highlighters, Chisel Tip",Office Supplies,East,4,5,22,26,4
9/9/2017,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",Furniture,East,38,2,75,66,9
10/14/2017,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack",Technology,West,8,4,31,46,15
6/20/2016,Imation 30456 USB Flash Drive 8GB,Technology,Central,6,1,6,7,1
6/20/2016,"Executive Impressions 13"" Clairmont Wall Clock",Furniture,Central,11,3,34,58,24
9/2/2014,Epson TM-T88V Direct Thermal Printer - Monochrome - Desktop,Technology,Central,227,3,681,560,121
1/30/2016,"File Shuttle II and Handi-File, Black",Office Supplies,West,25,9,229,305,76
1/30/2016,GBC Wire Binding Strips,Office Supplies,West,17,2,33,51,18
1/30/2016,Avery 512,Office Supplies,West,2,9,14,26,12
12/4/2017,Okidata C610n Printer,Technology,South,461,2,922,649,273
1/23/2016,"DAX Cubicle Frames, 8-1/2 x 11",Furniture,West,5,7,38,60,22
5/26/2015,"DAX Metal Frame, Desktop, Stepped-Edge",Furniture,West,12,1,12,20,8
5/4/2014,Boston Home & Office Model 2000 Electric Pencil Sharpeners,Office Supplies,Central,18,2,35,38,3
5/4/2014,OIC Thumb-Tacks,Office Supplies,Central,1,6,4,5,2
2/10/2015,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,Office Supplies,East,14,5,70,77,8
11/18/2014,BPI Conference Tables,Furniture,Central,117,4,467,292,175
11/18/2014,Dana Swing-Arm Lamps,Furniture,Central,8,2,16,9,7
11/18/2014,Hon 4-Shelf Metal Bookcases,Furniture,Central,76,6,454,424,30
11/18/2014,Wilson Jones Turn Tabs Binder Tool for Ring Binders,Office Supplies,Central,3,3,8,3,5
11/18/2014,Fellowes Stor/Drawer Steel Plus Storage Drawers,Office Supplies,Central,90,5,449,382,67
9/4/2017,"Global Value Steno Chair, Gray",Furniture,South,46,2,91,97,6
9/4/2017,Xerox 213,Office Supplies,South,3,2,7,10,4
3/29/2014,Bush Advantage Collection Racetrack Conference Table,Furniture,Central,348,3,1044,891,153
11/5/2016,KeyTronic E03601U1 - Keyboard - Beige,Technology,West,15,4,59,72,13
11/5/2016,Harbour Creations 67200 Series Stacking Chairs,Furniture,West,52,2,104,114,10
11/5/2016,"Strathmore #10 Envelopes, Ultimate White",Office Supplies,West,27,3,81,158,77
6/10/2017,Plymouth Boxed Rubber Bands by Plymouth,Office Supplies,East,4,3,13,14,1
8/10/2015,GBC Binding covers,Office Supplies,Central,7,5,36,65,29
10/9/2015,Zipper Ring Binder Pockets,Office Supplies,South,2,2,3,2,1
10/9/2015,Clear Mylar Reinforcing Strips,Office Supplies,South,10,2,20,11,9
10/9/2015,Avery Hi-Liter Smear-Safe Highlighters,Office Supplies,South,4,8,30,37,7
5/28/2016,Wilson Electronics DB Pro Signal Booster,Technology,Central,261,1,261,286,25
5/11/2017,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,Office Supplies,East,10,3,31,44,13
10/16/2016,Chromcraft Rectangular Conference Tables,Furniture,East,180,1,180,142,38
11/17/2017,"Wirebound Message Forms, Four 2 3/4 x 5 Forms per Page, Pink Paper",Office Supplies,West,4,3,13,20,7
11/17/2017,Avery Reinforcements for Hole-Punch Pages,Office Supplies,West,1,7,8,4,3
11/26/2017,Plantronics Calisto P620-M USB Wireless Speakerphone System,Technology,East,143,5,715,980,265
11/26/2017,"DataProducts Ampli Magnifier Task Lamp, Black,",Furniture,East,19,5,97,135,38
9/3/2017,"""While you Were Out"" Message Book, One Form per Page",Office Supplies,Central,2,3,6,9,3
9/3/2017,Hypercom P1300 Pinpad,Technology,Central,40,2,79,101,21
12/5/2017,Magnifier Swing Arm Lamp,Furniture,East,16,2,31,42,11
12/5/2017,Self-Adhesive Removable Labels,Office Supplies,East,2,3,5,9,5
11/10/2017,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",Office Supplies,West,58,5,289,401,112
11/10/2017,GBC VeloBinder Manual Binding System,Office Supplies,West,19,1,19,29,10
3/18/2014,Eldon Cleatmat Chair Mats for Medium Pile Carpets,Furniture,West,48,2,97,111,14
3/18/2014,Swingline SM12-08 MicroCut Jam Free Shredder,Technology,West,216,4,864,1280,416
3/18/2014,Tennsco 6- and 18-Compartment Lockers,Office Supplies,West,217,7,1522,1856,334
11/12/2016,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",Furniture,Central,5,6,31,23,9
10/26/2017,Cisco Small Business SPA 502G VoIP phone,Technology,East,75,1,75,62,13
10/26/2017,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",Office Supplies,East,21,7,147,81,65
4/11/2015,Executive Impressions Supervisor Wall Clock,Furniture,South,29,2,57,67,10
4/11/2015,"Executive Impressions 14"" Two-Color Numerals Wall Clock",Furniture,South,13,3,40,55,14
12/25/2015,Plantronics Savi W720 Multi-Device Wireless Headset System,Technology,East,236,2,473,844,371
12/25/2015,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",Furniture,East,197,2,393,450,56
9/21/2017,"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",Office Supplies,West,12,1,12,16,4
12/20/2014,Harbour Creations 67200 Series Stacking Chairs,Furniture,East,52,3,156,192,36
7/18/2015,Newell 32,Office Supplies,East,2,2,4,6,2
7/26/2014,"Metal Folding Chairs, Beige, 4/Carton",Furniture,South,25,2,50,68,18
7/26/2014,Avery 485,Office Supplies,South,7,13,86,163,77
7/26/2014,"DAX Cubicle Frames, 8-1/2 x 11",Furniture,South,5,3,16,26,9
12/26/2014,Fellowes Bankers Box Stor/Drawer Steel Plus,Office Supplies,East,29,6,173,192,19
12/11/2017,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Furniture,South,190,6,1142,722,420
12/11/2017,Motorola HK250 Universal Bluetooth Headset,Technology,South,23,4,90,74,17
12/11/2017,Stanley Bostitch Contemporary Electric Pencil Sharpeners,Office Supplies,South,12,1,12,14,1
12/11/2017,"Global Geo Office Task Chair, Gray",Furniture,South,77,1,77,65,12
3/3/2014,3.6 Cubic Foot Counter Height Office Refrigerator,Office Supplies,Central,212,3,636,177,460
10/21/2017,GBC Instant Report Kit,Office Supplies,Central,3,6,19,39,19
10/21/2017,Acco 3-Hole Punch,Office Supplies,Central,2,5,11,22,11
11/10/2017,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,Technology,West,10,7,68,112,44
3/16/2017,Geemarc AmpliPOWER60,Technology,East,66,8,527,445,82
9/22/2016,Avery 476,Office Supplies,East,2,5,11,17,5
2/6/2017,Xerox 1947,Office Supplies,West,3,5,16,30,13
12/31/2015,Fellowes Presentation Covers for Comb Binding Machines,Office Supplies,Central,8,8,64,116,52
10/9/2016,Newell 310,Office Supplies,West,1,1,1,1,0
10/9/2016,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",Furniture,West,85,2,170,170,0
12/30/2014,ClearSounds CSC500 Amplified Spirit Phone Corded phone,Technology,East,50,6,302,252,50
12/30/2014,Hon 5100 Series Wood Tables,Furniture,East,239,3,716,524,192
4/12/2016,Xerox 206,Office Supplies,West,3,3,10,19,9
4/12/2016,"Global Geo Office Task Chair, Gray",Furniture,West,77,3,231,194,36
4/12/2016,Aluminum Screw Posts,Office Supplies,West,8,3,23,37,14
11/28/2016,Wireless Extenders zBoost YX545 SOHO Signal Booster,Technology,East,138,3,414,340,74
11/28/2016,Translucent Push Pins by OIC,Office Supplies,East,1,8,10,13,3
11/28/2016,GBC Plasticlear Binding Covers,Office Supplies,East,6,2,12,7,5
11/28/2016,Tennsco Commercial Shelving,Office Supplies,East,20,2,40,33,8
11/28/2016,"Situations Contoured Folding Chairs, 4/Set",Furniture,East,53,7,373,348,25
4/15/2017,VariCap6 Expandable Binder,Office Supplies,South,9,3,28,16,12
3/9/2015,Avery 514,Office Supplies,South,1,2,3,5,2
10/28/2014,Digium D40 VoIP phone,Technology,Central,92,2,183,258,75
1/7/2017,Eldon Fold 'N Roll Cart System,Office Supplies,West,10,11,109,154,45
1/7/2017,Tennsco Commercial Shelving,Office Supplies,West,20,3,60,61,1
1/7/2017,Acme Galleria Hot Forged Steel Scissors with Colored Handles,Office Supplies,West,11,7,78,110,32
1/7/2017,Staples,Office Supplies,West,4,1,4,8,4
8/13/2017,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",Office Supplies,West,8,3,24,36,12
11/2/2017,Stanley Bostitch Contemporary Electric Pencil Sharpeners,Office Supplies,Central,12,4,49,54,5
9/19/2014,"Decoflex Hanging Personal Folder File, Blue",Office Supplies,West,11,6,68,93,25
5/31/2015,Newell 347,Office Supplies,South,3,3,9,10,1
9/13/2016,"Rogers Jumbo File, Granite",Office Supplies,Central,13,3,40,41,0
9/13/2016,Avery 49,Office Supplies,Central,1,5,7,14,7
9/13/2016,"BlueLounge Milo Smartphone Stand, White/Metallic",Technology,Central,22,5,108,150,42
9/13/2016,"Elite 5"" Scissors",Office Supplies,Central,6,2,12,17,5
9/13/2016,Things To Do Today Pad,Office Supplies,Central,3,3,9,18,8
9/13/2016,Harmony Air Purifier,Office Supplies,Central,121,2,242,378,136
9/13/2016,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",Office Supplies,Central,3,3,9,18,9
9/13/2016,"Fellowes Mobile File Cart, Black",Office Supplies,Central,45,6,272,373,101
9/13/2016,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",Furniture,Central,68,14,949,1336,388
9/13/2016,Mediabridge Sport Armband iPhone 5s,Technology,Central,10,3,30,30,0
11/29/2017,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Furniture,South,171,2,342,390,49
11/29/2017,"Executive Impressions 13"" Chairman Wall Clock",Furniture,South,16,5,82,102,19
12/4/2017,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",Office Supplies,East,17,3,51,74,23
5/2/2017,"Adams ""While You Were Out"" Message Pads",Office Supplies,West,2,5,9,16,7
5/2/2017,Newell 34,Office Supplies,West,15,3,44,60,15
5/2/2017,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",Office Supplies,West,4,5,19,34,16
12/25/2016,"Bevis Oval Conference Table, Walnut",Furniture,East,217,2,433,313,120
12/25/2016,Hon 4070 Series Pagoda Round Back Stacking Chairs,Furniture,East,231,3,693,867,173
9/30/2014,Eureka Sanitaire  Commercial Upright,Office Supplies,East,123,6,736,795,60
7/12/2014,Xerox 1949,Office Supplies,Central,3,9,23,36,13
7/12/2014,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack",Technology,Central,5,4,21,24,3
9/8/2016,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",Furniture,West,28,1,28,43,15
9/8/2016,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",Office Supplies,West,2,7,17,31,14
8/6/2017,"Acme 10"" Easy Grip Assistive Scissors",Office Supplies,East,12,4,49,70,21
5/14/2015,"Bush Andora Bookcase, Maple/Graphite Gray Finish",Furniture,West,94,5,468,510,42
5/14/2015,Dana Halogen Swing-Arm Architect Lamp,Furniture,West,29,3,88,123,34
5/14/2015,Novimex Fabric Task Chair,Furniture,West,52,2,104,98,6
5/14/2015,"Global Leather and Oak Executive Chair, Black",Furniture,West,214,3,641,722,81
1/20/2017,Avery File Folder Labels,Office Supplies,Central,1,5,7,12,4
5/30/2016,36X48 HARDFLOOR CHAIRMAT,Furniture,West,20,8,156,168,12
4/8/2014,Riverside Furniture Stanwyck Manor Table Series,Furniture,East,267,1,267,172,95
7/23/2014,Case Logic 2.4GHz Wireless Keyboard,Technology,East,46,2,92,100,8
5/30/2017,LG G3,Technology,West,139,1,139,157,18
5/30/2017,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,Technology,West,19,2,38,35,3
5/30/2017,Tensor Brushed Steel Torchiere Floor Lamp,Furniture,West,14,1,14,14,0
3/13/2016,SAFCO Arco Folding Chair,Furniture,East,196,2,392,387,6
3/13/2016,Kensington Expert Mouse Optical USB Trackball for PC or Mac,Technology,East,66,5,332,380,47
3/13/2016,Polycom CX600 IP Phone VoIP phone,Technology,East,219,3,657,540,117
3/13/2016,"Speediset Carbonless Redi-Letter 7"" x 8 1/2""",Office Supplies,East,5,5,27,41,14
3/13/2016,Ibico EB-19 Dual Function Manual Binding System,Office Supplies,East,93,1,93,52,42
3/13/2016,"SAFCO Commercial Wire Shelving, Black",Office Supplies,East,138,5,691,553,138
3/13/2016,GBC VeloBind Cover Sets,Office Supplies,East,8,5,39,23,15
3/13/2016,Space Solutions Industrial Galvanized Steel Shelving.,Office Supplies,East,77,2,154,126,28
3/13/2016,Okidata MB491 Multifunction Printer,Technology,East,364,3,1093,449,644
4/10/2017,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,Office Supplies,East,43,4,173,195,22
4/10/2017,"Linden 10"" Round Wall Clock, Black",Furniture,East,10,3,30,37,6
6/25/2016,"Global Value Mid-Back Manager's Chair, Gray",Furniture,Central,46,2,91,85,6
6/25/2016,Eldon Executive Woodline II Cherry Finish Desk Accessories,Furniture,Central,29,2,59,33,26
3/17/2014,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",Office Supplies,South,2,3,6,11,5
3/17/2014,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",Office Supplies,South,8,2,16,30,15
3/17/2014,Xerox 1957,Office Supplies,South,3,2,7,13,6
3/17/2014,EcoTones Memo Sheets,Office Supplies,South,2,4,8,16,8
3/17/2014,Belkin 6 Outlet Metallic Surge Strip,Office Supplies,South,8,3,24,33,8
8/9/2014,"Super Bands, 12/Pack",Office Supplies,West,2,3,5,4,1
8/9/2014,Avery Hole Reinforcements,Office Supplies,West,3,5,16,9,7
7/26/2015,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",Office Supplies,West,2,3,6,9,3
7/26/2015,Tuff Stuff Recycled Round Ring Binders,Office Supplies,West,2,6,15,23,8
7/26/2015,Newell 334,Office Supplies,West,15,5,73,99,26
2/15/2014,Pressboard Data Binders by Wilson Jones,Office Supplies,West,3,5,14,21,7
3/24/2015,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",Furniture,West,7,5,34,47,13
9/2/2017,Acco Translucent Poly Ring Binders,Office Supplies,West,2,5,12,19,7
9/2/2017,Hon 2111 Invitation Series Straight Table,Furniture,West,120,2,239,237,3
11/16/2015,Avery 51,Office Supplies,West,3,3,10,19,9
12/9/2014,Xerox 195,Office Supplies,Central,3,2,7,11,4
12/9/2014,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",Office Supplies,Central,72,3,216,237,21
2/3/2017,Xerox 2,Office Supplies,Central,3,1,3,5,2
2/3/2017,Xerox 1893,Office Supplies,Central,21,2,42,66,24
2/3/2017,Eldon Cleatmat Chair Mats for Medium Pile Carpets,Furniture,Central,48,1,48,22,26
2/3/2017,Xerox 189,Office Supplies,Central,55,5,273,419,147
11/11/2017,"Executive Impressions 14"" Contract Wall Clock",Furniture,South,15,5,74,89,14
9/17/2017,Newell Chalk Holder,Office Supplies,Central,2,3,7,10,3
9/17/2017,"Global Wood Trimmed Manager's Task Chair, Khaki",Furniture,Central,79,5,396,318,77
9/17/2017,Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders,Office Supplies,Central,3,5,16,6,10
9/17/2017,Polycom VoiceStation 500 Conference phone,Technology,Central,221,6,1327,1416,88
6/25/2017,Geemarc AmpliPOWER60,Technology,Central,66,2,132,148,17
7/30/2016,Avery 498,Office Supplies,Central,2,4,6,9,3
7/30/2016,Tennsco 16-Compartment Lockers with Coat Rack,Office Supplies,Central,492,2,985,1037,52
4/16/2015,Konftel 250 Conference phone - Charcoal black,Technology,South,211,2,422,570,148
4/16/2015,Cardinal EasyOpen D-Ring Binders,Office Supplies,South,5,1,5,9,5
4/16/2015,Tenex Antistatic Computer Chair Mats,Furniture,South,154,7,1077,1197,120
4/16/2015,O'Sullivan 3-Shelf Heavy-Duty Bookcases,Furniture,South,44,9,398,523,126
4/11/2015,Canon PC-428 Personal Copier,Technology,West,106,4,424,640,216
4/11/2015,Easy-staple paper,Office Supplies,West,14,2,28,53,24
2/27/2015,Microsoft Natural Keyboard Elite,Technology,West,51,9,458,539,81
9/8/2016,"Eberhard Faber 3 1/2"" Golf Pencils",Office Supplies,West,6,2,11,15,4
9/8/2016,Xerox 1900,Office Supplies,West,2,8,19,34,15
9/8/2016,"Mini 13-1/2 Capacity Data Binder Rack, Pearl",Office Supplies,West,98,2,196,262,65
5/19/2016,Staple holder,Office Supplies,West,8,8,64,88,24
11/11/2017,Dax Clear Box Frame,Furniture,West,6,4,23,35,12
9/15/2014,Easy-staple paper,Office Supplies,East,3,3,8,15,7
9/15/2014,"Master Caster Door Stop, Large Neon Orange",Furniture,East,4,2,8,15,6
9/15/2015,Avery Hidden Tab Dividers for Binding Systems,Office Supplies,East,2,4,6,4,3
9/15/2015,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",Office Supplies,East,88,2,177,147,29
7/1/2016,Hewlett Packard 310 Color Digital Copier,Technology,West,210,5,1050,1500,450
4/10/2016,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",Office Supplies,Central,3,4,10,14,3
1/6/2014,Global Deluxe High-Back Manager's Chair,Furniture,South,203,9,1827,2574,746
1/6/2014,Ibico Hi-Tech Manual Binding System,Office Supplies,South,168,2,335,610,274
1/6/2014,Rogers Handheld Barrel Pencil Sharpener,Office Supplies,South,2,2,4,5,1
1/6/2014,GE 30524EE4,Technology,South,139,2,278,392,114
1/6/2014,Wireless Extenders zBoost YX545 SOHO Signal Booster,Technology,South,138,4,552,756,204
1/6/2014,"Alliance Super-Size Bands, Assorted Sizes",Office Supplies,South,8,4,31,31,0
1/6/2014,Southworth 25% Cotton Granite Paper & Envelopes,Office Supplies,South,4,1,4,7,3
9/1/2016,Globe Weis Peel & Seel First Class Envelopes,Office Supplies,West,7,1,7,13,6
9/23/2014,Avery Binding System Hidden Tab Executive Style Index Sets,Office Supplies,East,3,4,12,18,7
12/15/2014,"Global Wood Trimmed Manager's Task Chair, Khaki",Furniture,East,79,7,554,446,108
12/28/2017,Staples in misc. colors,Office Supplies,Central,2,1,2,2,1
